,Volume,vw,Open,Close,High,Low,t,n
41,9143.0,172.8515,172.8595,172.86,172.88,172.83,1683634500000,249
42,10467.0,172.7759,172.84,172.67,172.85,172.67,1683634800000,277
43,3666.0,172.8089,172.76,172.85,172.87,172.76,1683635100000,151
44,9794.0,172.7968,172.85,172.77,172.85,172.73,1683635400000,220
45,13096.0,172.6473,172.77,172.6694,172.77,172.59,1683635700000,304
46,14878.0,172.7067,172.66,172.68,172.79,172.65,1683636000000,307
47,16206.0,172.6299,172.67,172.61,172.72,172.57,1683636300000,346
48,2721062.0,173.4976,172.59,172.56,172.67,172.56,1683636600000,217
49,10788.0,172.5841,172.58,172.55,172.649,172.55,1683636900000,240
50,20235.0,172.5752,172.56,172.57,172.6,172.54,1683637200000,422
51,15116.0,172.6232,172.66,172.58,172.69,172.579,1683637500000,348
52,18386.0,172.5182,172.57,172.461,172.59,172.46,1683637800000,375
53,29077.0,172.4823,172.46,172.43,172.54,172.43,1683638100000,516
54,64298.0,172.3222,172.42,172.36,172.44,172.23,1683638400000,927
55,103942.0,172.8626,172.38,173.13,173.13,172.38,1683638700000,1390
56,2357741.0,173.1622,173.05,173.04,173.54,172.91,1683639000000,18778
57,959574.0,172.9243,173.05,173.01,173.115,172.79,1683639300000,9916
58,789621.0,172.895,173.02,172.8008,173.06,172.755,1683639600000,7976
59,966641.0,172.6261,172.795,172.56,172.81,172.48,1683639900000,16147
60,993397.0,172.4206,172.554,172.475,172.5599,172.31,1683640200000,19803
61,932853.0,172.717,172.4796,172.775,172.89,172.469,1683640500000,18097
62,528586.0,172.7772,172.78,172.79,172.89,172.65,1683640800000,17475
63,521122.0,172.6124,172.785,172.515,172.8,172.44,1683641100000,16893
64,632085.0,172.4254,172.53,172.355,172.61,172.26,1683641400000,16275
65,623896.0,172.4292,172.3532,172.4391,172.54,172.28,1683641700000,16170
66,400424.0,172.4522,172.435,172.39,172.55,172.34,1683642000000,6469
67,525496.0,172.455,172.39,172.52,172.5792,172.34,1683642300000,6061
68,474629.0,172.4544,172.53,172.35,172.59,172.31,1683642600000,5948
69,684086.0,172.2725,172.34,172.3335,172.3851,172.145,1683642900000,6675
70,531035.0,172.3289,172.33,172.325,172.42,172.26,1683643200000,5719
71,444007.0,172.2976,172.33,172.26,172.435,172.17,1683643500000,5251
72,445402.0,172.3891,172.26,172.45,172.525,172.23,1683643800000,4818
73,419194.0,172.4636,172.4401,172.515,172.6,172.43,1683644100000,3879
74,390645.0,172.5191,172.51,172.5799,172.59,172.44,1683644400000,4217
75,385357.0,172.5376,172.58,172.56,172.64,172.43,1683644700000,3860
76,471689.0,172.3209,172.57,172.325,172.585,172.1691,1683645000000,4912
77,355555.0,172.3175,172.33,172.305,172.375,172.25,1683645300000,4159
78,399607.0,172.3592,172.305,172.4459,172.52,172.21,1683645600000,4112
79,288693.0,172.3878,172.44,172.2804,172.5,172.275,1683645900000,3518
80,351518.0,172.3087,172.29,172.32,172.38,172.22,1683646200000,3957
81,385870.0,172.2434,172.32,172.19,172.3999,172.13,1683646500000,3896
82,268228.0,172.2144,172.195,172.165,172.29,172.1573,1683646800000,3109
83,239381.0,172.2067,172.16,172.18,172.27,172.15,1683647100000,2991
84,479899.0,172.0846,172.185,172.04,172.21,172.01,1683647400000,4888
85,885433.0,171.945,172.05,171.855,172.05,171.82,1683647700000,7769
86,339063.0,171.8915,171.85,171.93,171.9672,171.81,1683648000000,3937
87,313766.0,171.9967,171.93,172.04,172.08,171.9,1683648300000,3508
88,279332.0,172.0354,172.045,172.06,172.1,171.935,1683648600000,3110
89,248857.0,172.0611,172.06,172.03,172.13,172.01,1683648900000,2787
90,353280.0,172.0827,172.02,172.16,172.2,171.97,1683649200000,3281
91,213814.0,172.091,172.15,172.0591,172.19,172.0,1683649500000,2744
92,260335.0,172.1223,172.055,172.1358,172.17,172.05,1683649800000,2728
93,286570.0,172.0966,172.14,172.12,172.16,172.02,1683650100000,2940
94,283637.0,172.1155,172.12,172.19,172.19,172.065,1683650400000,2988
95,343239.0,172.262,172.19,172.29,172.355,172.15,1683650700000,3583
96,225709.0,172.2983,172.295,172.33,172.35,172.22,1683651000000,2771
97,263323.0,172.3739,172.335,172.369,172.43,172.32,1683651300000,2927
98,292626.0,172.394,172.37,172.33,172.455,172.32,1683651600000,3013
99,972261.0,172.2546,172.32,172.42,172.45,172.29,1683651900000,2598
100,191924.0,172.4128,172.42,172.38,172.48,172.335,1683652200000,2235
101,212489.0,172.3339,172.38,172.37,172.3877,172.26,1683652500000,2465
102,201368.0,172.3416,172.37,172.275,172.415,172.27,1683652800000,2382
103,275403.0,172.2444,172.27,172.205,172.34,172.18,1683653100000,3287
104,181806.0,172.2478,172.21,172.275,172.3,172.2,1683653400000,2582
105,224095.0,172.1759,172.28,172.155,172.28,172.11,1683653700000,2658
106,170957.0,172.1642,172.155,172.1236,172.21,172.11,1683654000000,2142
107,363878.0,172.0361,172.12,171.9854,172.12,171.96,1683654300000,3600
108,307684.0,172.0618,171.9899,172.168,172.175,171.9701,1683654600000,3191
109,283378.0,172.1303,172.17,172.085,172.205,172.06,1683654900000,2945
110,282761.0,172.1146,172.09,172.1437,172.1711,172.0776,1683655200000,2838
111,258233.0,172.1535,172.1431,172.1901,172.2,172.08,1683655500000,2649
112,270258.0,172.2059,172.19,172.1302,172.26,172.13,1683655800000,2590
113,280675.0,172.2223,172.13,172.26,172.3,172.11,1683656100000,2951
114,220596.0,172.2847,172.26,172.2599,172.3398,172.22,1683656400000,2476
115,194066.0,172.2658,172.24,172.27,172.31,172.2001,1683656700000,2461
116,286713.0,172.2445,172.27,172.175,172.3576,172.13,1683657000000,3506
117,238376.0,172.1992,172.175,172.1605,172.27,172.13,1683657300000,2845
118,243291.0,172.1182,172.16,172.1174,172.19,172.07,1683657600000,2746
119,274481.0,172.1643,172.115,172.27,172.28,172.08,1683657900000,2791
120,413109.0,172.1035,172.261,172.02,172.2768,171.92,1683658200000,3610
121,224834.0,172.0817,172.015,172.072,172.1313,172.01,1683658500000,2836
122,204587.0,172.0851,172.075,172.05,172.17,172.02,1683658800000,2515
123,255332.0,172.0654,172.04,172.0661,172.0969,172.0,1683659100000,2980
124,304581.0,172.0012,172.06,171.955,172.08,171.92,1683659400000,3326
125,462207.0,171.9013,171.95,171.965,171.9799,171.85,1683659700000,3861
126,288993.0,171.9674,171.97,171.99,172.045,171.88,1683660000000,3104
127,261888.0,171.9571,172.0,171.965,172.01,171.9101,1683660300000,3094
128,394869.0,171.978,171.97,171.995,172.035,171.88,1683660600000,4484
129,335059.0,171.9594,171.995,171.87,172.035,171.85,1683660900000,4317
130,597271.0,171.9104,171.87,171.97,171.97,171.83,1683661200000,6749
131,540794.0,172.0413,171.97,172.11,172.13,171.91,1683661500000,6595
132,1349733.0,172.0998,172.12,171.9,172.235,171.78,1683661800000,14354
133,3048751.0,171.7895,171.85,171.78,171.925,171.6,1683662100000,26646
134,625719.0,171.7688,171.76,171.71,171.87,171.67,1683662400000,506
135,73555.0,171.7596,171.71,171.73,171.77,171.67,1683662700000,222
136,50370.0,171.7511,171.72,171.66,171.77,171.65,1683663000000,190
137,11431.0,171.6475,171.67,171.64,171.67,171.64,1683663300000,162
138,5124.0,171.6599,171.64,171.66,171.68,171.64,1683663600000,142
139,6165.0,171.6924,171.67,171.7,171.71,171.67,1683663900000,145
140,6423.0,171.7085,171.71,171.72,171.72,171.7,1683664200000,89
141,8532.0,171.732,171.72,171.74,171.74,171.72,1683664500000,80
142,29649.0,171.7701,171.74,171.8,171.8,171.74,1683664800000,140
143,6523.0,171.8048,171.81,171.85,171.85,171.79,1683665100000,121
144,35910.0,171.7859,171.8301,171.8,171.87,171.77,1683665400000,94
145,5840.0,171.7762,171.82,171.75,171.82,171.74,1683665700000,104
146,1374.0,171.3487,171.75,171.74,171.75,171.74,1683666000000,27
147,568.0,171.7475,171.74,171.75,171.75,171.74,1683666300000,18
148,5952.0,171.7213,171.76,171.7,171.76,171.7,1683666600000,103
149,3189.0,171.6793,171.7,171.7,171.7,171.67,1683666900000,72
150,746.0,171.6988,171.7,171.7,171.7,171.7,1683667200000,34
151,864.0,171.6814,171.7,171.67,171.7,171.67,1683667500000,56
152,971.0,171.6799,171.66,171.68,171.6958,171.66,1683667800000,41
153,822.0,171.6909,171.6801,171.71,171.71,171.6801,1683668100000,32
154,592.0,171.7074,171.71,171.71,171.71,171.71,1683668400000,14
155,2130.0,171.7333,171.7331,171.74,171.74,171.7331,1683668700000,35
156,1021.0,171.7392,171.74,171.74,171.74,171.74,1683669000000,16
157,388.0,171.7132,171.7126,171.71,171.7126,171.71,1683669300000,13
158,4098.0,171.7053,171.71,171.7,171.71,171.7,1683669600000,68
159,472.0,171.7476,171.74,171.76,171.76,171.74,1683669900000,27
160,647.0,171.7271,171.73,171.73,171.73,171.73,1683670200000,10
161,685.0,171.7254,171.7016,171.73,171.73,171.7016,1683670500000,28
162,964.0,171.746,171.74,171.75,171.75,171.74,1683670800000,36
163,1815.0,171.7765,171.72,171.7,171.81,171.7,1683671100000,74
164,3528.0,171.8552,171.81,171.87,171.87,171.81,1683671400000,48
165,2309.0,171.8863,171.87,171.9,171.9,171.85,1683671700000,57
166,1162.0,171.8689,171.89,171.86,171.908,171.86,1683672000000,43
167,113.0,171.8302,171.8277,171.8277,171.8277,171.8277,1683672300000,9
168,2797.0,171.8916,171.9,171.85,171.9,171.85,1683672600000,41
169,1826.0,171.8484,171.85,171.85,171.85,171.84,1683672900000,41
170,2552.0,171.8738,171.88,171.94,171.94,171.83,1683673200000,66
171,302.0,171.8948,171.9,171.88,171.9,171.88,1683673500000,23
172,2491.0,171.8461,171.84,171.88,171.88,171.83,1683673800000,62
173,1399.0,171.8401,171.84,171.86,171.8699,171.821,1683674100000,38
174,1842.0,171.8048,171.83,171.78,171.84,171.78,1683674400000,50
175,532.0,171.7914,171.7601,171.8,171.8,171.7601,1683674700000,18
176,607.0,171.7963,171.8,171.8,171.8,171.7801,1683675000000,26
177,1840.0,171.8628,171.83,171.88,171.88,171.83,1683675600000,33
178,588.0,171.9041,171.9,171.91,171.91,171.9,1683675900000,35
179,2496.0,171.8781,171.9,171.85,171.9,171.85,1683676200000,64
180,7869.0,171.9206,171.83,171.94,171.97,171.83,1683676500000,119
181,5527.0,171.3085,171.63,171.2,171.63,171.2,1683705600000,174
182,9797.0,170.9599,171.13,170.9,171.13,170.85,1683705900000,196
183,1986.0,170.9208,170.93,170.98,170.98,170.86,1683706200000,37
184,3623.0,171.0757,170.99,171.11,171.15,170.99,1683706500000,61
185,1383.0,171.0993,171.12,171.08,171.12,171.08,1683706800000,29
186,1576.0,171.1885,171.2,171.18,171.2,171.18,1683707100000,17
187,1593.0,171.202,171.2,171.22,171.22,171.2,1683707400000,25
188,1783.0,171.257,171.23,171.29,171.29,171.23,1683707700000,37
189,160.0,171.255,171.24,171.24,171.24,171.24,1683708000000,5
190,1046.0,171.1596,171.15,171.15,171.15,171.15,1683708300000,20
191,255.0,171.2439,171.25,171.25,171.25,171.25,1683708900000,5
192,452.0,171.1999,171.21,171.18,171.21,171.18,1683709800000,10
193,2960.0,171.2489,171.18,171.37,171.37,171.18,1683711000000,38
194,663.0,171.2327,171.23,171.23,171.23,171.23,1683711300000,15
195,502.0,171.2585,171.26,171.26,171.26,171.26,1683712800000,12
196,839.0,171.3357,171.31,171.35,171.35,171.31,1683715500000,27
197,531.0,171.4025,171.4,171.41,171.41,171.4,1683716100000,16
198,6696.0,171.4677,171.41,171.48,171.54,171.41,1683716400000,158
199,1703.0,171.52,171.52,171.52,171.52,171.52,1683716700000,28
200,5935.0,171.505,171.53,171.53,171.53,171.47,1683717000000,79
201,3226.0,171.5858,171.57,171.62,171.62,171.57,1683717300000,66
202,6204.0,171.6414,171.59,171.65,171.69,171.58,1683717600000,81
203,1125.0,171.7399,171.75,171.72,171.75,171.72,1683717900000,27
204,3204.0,171.6724,171.7,171.65,171.7,171.65,1683718200000,48
205,5790.0,171.6414,171.65,171.61,171.65,171.6,1683718500000,92
206,2482.0,171.5951,171.6,171.64,171.64,171.58,1683718800000,64
207,1775.0,171.7451,171.75,171.76,171.76,171.72,1683719100000,54
208,6604.0,171.7519,171.77,171.73,171.79,171.72,1683719400000,134
209,4656.0,171.7542,171.8,171.7,171.8,171.7,1683719700000,66
210,39827.0,171.6242,171.5987,171.78,171.86,171.19,1683720000000,1374
211,9157.0,171.6905,171.77,171.6,171.77,171.6,1683720300000,172
212,13168.0,171.5858,171.58,171.66,171.66,171.53,1683720600000,260
213,4165.0,171.6187,171.66,171.58,171.66,171.58,1683720900000,101
214,10118.0,171.6738,171.63,171.74,171.75,171.62,1683721200000,178
215,10539.0,171.7277,171.76,171.7807,171.7807,171.6,1683721500000,160
216,128034.0,172.4184,171.79,172.25,172.72,171.79,1683721800000,1736
217,86866.0,172.3413,172.25,172.29,172.53,172.16,1683722100000,1051
218,122385.0,172.7347,172.31,172.85,173.11,172.23,1683722400000,1646
219,77103.0,172.8093,172.82,172.95,172.95,172.6872,1683722700000,948
220,39125.0,172.846,172.96,172.77,172.96,172.73,1683723000000,806
221,189949.0,173.1004,172.82,173.11,173.23,172.82,1683723300000,1358
222,58773.0,173.1367,173.12,173.21,173.25,173.04,1683723600000,961
223,81326.0,173.2683,173.21,173.24,173.35,173.2,1683723900000,1440
224,64306.0,173.301,173.23,173.42,173.44,173.12,1683724200000,1011
225,85413.0,173.1954,173.44,173.11,173.44,173.05,1683724500000,1248
226,66934.0,173.0465,173.11,172.95,173.17,172.9,1683724800000,859
227,58723.0,172.8727,172.84,173.01,173.15,172.7,1683725100000,827
228,2575753.0,173.4283,173.02,173.8467,174.03,172.83,1683725400000,21104
229,1173949.0,173.7013,173.87,173.41,173.93,173.3448,1683725700000,12099
230,1109723.0,172.9606,173.41,173.0107,173.44,172.6,1683726000000,11272
231,849394.0,172.9377,173.01,172.9048,173.1,172.8,1683726300000,14449
232,680096.0,172.7731,172.905,172.6085,172.98,172.56,1683726600000,17355
233,900416.0,172.8376,172.6031,172.986,173.05,172.55,1683726900000,18769
234,1116021.0,173.309,172.985,173.4394,173.51,172.98,1683727200000,20770
235,808316.0,173.4601,173.4427,173.47,173.57,173.32,1683727500000,18696
236,565826.0,173.5646,173.47,173.55,173.71,172.95,1683727800000,16417
237,851690.0,173.3519,173.55,173.09,173.68,172.95,1683728100000,19547
238,533351.0,173.14,173.08,173.19,173.26,173.03,1683728400000,10682
239,546743.0,173.1643,173.18,173.0519,173.31,173.0,1683728700000,6154
240,581837.0,173.2671,173.055,173.375,173.38,173.055,1683729000000,6057
241,489721.0,173.276,173.3779,173.21,173.42,173.09,1683729300000,5331
242,934724.0,172.8758,173.205,172.67,173.27,172.6201,1683729600000,8671
243,887635.0,172.6183,172.66,172.74,172.775,172.41,1683729900000,8228
244,563321.0,172.5794,172.73,172.565,172.73,172.41,1683730200000,5482
245,541380.0,172.4293,172.55,172.555,172.56,172.29,1683730500000,5631
246,401506.0,172.6665,172.56,172.72,172.77,172.55,1683730800000,4501
247,432014.0,172.8815,172.725,173.0075,173.01,172.721,1683731100000,4366
248,480795.0,172.9934,173.0,172.8203,173.11,172.82,1683731400000,4580
249,338800.0,172.9655,172.82,172.91,173.07,172.8101,1683731700000,3924
250,498609.0,173.1847,172.915,173.27,173.3,172.9137,1683732000000,4813
251,458617.0,173.2848,173.28,173.2901,173.37,173.04,1683732300000,4226
252,793777.0,173.5634,173.3,173.6899,173.74,173.3,1683732600000,7712
253,517586.0,173.6786,173.69,173.59,173.77,173.57,1683732900000,4637
254,442812.0,173.7242,173.59,173.66,173.83,173.58,1683733200000,4309
255,289300.0,173.6847,173.655,173.59,173.767,173.59,1683733500000,3120
256,317104.0,173.5752,173.59,173.537,173.68,173.5115,1683733800000,3557
257,450488.0,173.4988,173.53,173.49,173.575,173.39,1683734100000,4069
258,493443.0,173.2636,173.4866,173.2149,173.4866,173.13,1683734400000,4874
259,386007.0,173.0762,173.21,172.9999,173.225,172.96,1683734700000,3534
260,650299.0,172.9551,173.007,172.965,173.1065,172.79,1683735000000,4784
261,348871.0,172.9678,172.96,173.1299,173.13,172.855,1683735300000,3369
262,306783.0,173.0788,173.12,173.05,173.13,173.0,1683735600000,2835
263,286861.0,173.0851,173.0633,173.1775,173.185,172.965,1683735900000,2900
264,322116.0,173.1273,173.1721,173.1241,173.235,173.04,1683736200000,2636
265,380846.0,173.0509,173.1201,173.17,173.18,172.8902,1683736500000,3324
266,258219.0,173.2183,173.165,173.16,173.3,173.12,1683736800000,2850
267,328930.0,173.1023,173.1513,173.105,173.165,173.05,1683737100000,2811
268,322271.0,173.0153,173.1,172.9201,173.19,172.855,1683737400000,3120
269,348572.0,172.8571,172.92,172.81,173.0245,172.73,1683737700000,3322
270,388512.0,172.7983,172.8,172.85,172.91,172.71,1683738000000,3082
271,291008.0,172.8517,172.86,172.81,172.9499,172.765,1683738300000,3225
272,333000.0,172.7821,172.829,172.845,172.89,172.65,1683738600000,3821
273,389819.0,172.6666,172.84,172.57,172.8421,172.56,1683738900000,3732
274,495161.0,172.4675,172.57,172.29,172.6001,172.28,1683739200000,4749
275,554187.0,172.1019,172.28,172.03,172.3,171.98,1683739500000,6089
276,523219.0,172.125,172.02,172.2,172.26,171.95,1683739800000,5443
277,363273.0,172.0329,172.19,171.94,172.24,171.9,1683740100000,3801
278,233490.0,171.9557,171.9301,171.97,172.03,171.905,1683740400000,3011
279,459988.0,172.2032,171.965,172.3201,172.38,171.96,1683740700000,4748
280,349986.0,172.3576,172.33,172.36,172.48,172.23,1683741000000,3831
281,274818.0,172.3895,172.35,172.28,172.49,172.26,1683741300000,3237
282,270037.0,172.3618,172.275,172.44,172.45,172.26,1683741600000,2998
283,356861.0,172.5415,172.4599,172.62,172.65,172.4,1683741900000,3456
284,419874.0,172.7263,172.62,172.73,172.82,172.6,1683742200000,3639
285,268831.0,172.7503,172.74,172.7809,172.82,172.67,1683742500000,2590
286,290224.0,172.7041,172.79,172.68,172.84,172.58,1683742800000,3077
287,257059.0,172.6942,172.6719,172.62,172.77,172.6001,1683743100000,2682
288,313740.0,172.734,172.625,172.84,172.855,172.61,1683743400000,3086
289,449037.0,172.8732,172.8443,172.9,172.99,172.79,1683743700000,3408
290,424019.0,172.9923,172.8843,173.075,173.125,172.82,1683744000000,4302
291,1172601.0,172.8564,173.08,172.89,173.16,172.89,1683744300000,3366
292,287775.0,172.905,172.905,172.9,172.98,172.84,1683744600000,2872
293,334819.0,172.9799,172.8999,173.065,173.09,172.87,1683744900000,3153
294,232087.0,173.0131,173.07,173.02,173.078,172.945,1683745200000,2683
295,446393.0,173.1057,173.02,173.14,173.19,172.95,1683745500000,3786
296,595404.0,173.1756,173.15,173.1803,173.27,173.09,1683745800000,4979
297,383770.0,173.2339,173.18,173.37,173.38,173.1,1683746100000,3735
298,974815.0,173.5583,173.38,173.64,173.66,173.375,1683746400000,7390
299,690183.0,173.7135,173.64,173.63,173.84,173.62,1683746700000,6064
300,675554.0,173.7678,173.64,173.7501,173.91,173.613,1683747000000,6383
301,538978.0,173.7837,173.755,173.76,173.875,173.7,1683747300000,5354
302,610705.0,173.7496,173.76,173.7001,173.82,173.69,1683747600000,5839
303,752684.0,173.6266,173.7,173.525,173.71,173.52,1683747900000,7245
304,1157879.0,173.4602,173.51,173.535,173.57,173.34,1683748200000,12188
305,1614323.0,173.4796,173.55,173.5504,173.59,173.3401,1683748500000,14805
306,1366791.0,173.5549,173.53,173.63,173.63,173.47,1683748800000,465
307,107639.0,173.5585,173.6209,173.58,173.63,173.555,1683749100000,191
308,151867.0,173.5581,173.59,173.59,173.6,173.555,1683749400000,212
309,12532.0,173.5669,173.57,173.55,173.59,173.55,1683749700000,153
310,2653.0,173.5687,173.56,173.57,173.58,173.55,1683750000000,83
311,10664.0,173.5571,173.56,173.53,173.57,173.53,1683750300000,119
312,10912.0,173.4694,173.52,173.45,173.52,173.42,1683750600000,182
313,23964.0,173.5434,173.46,173.39,173.56,173.39,1683750900000,74
314,5829.0,173.3533,173.39,173.33,173.39,173.31,1683751200000,107
315,5071.0,173.3601,173.33,173.37,173.39,173.33,1683751500000,72
316,7220.0,173.3454,173.36,173.4,173.4,173.33,1683751800000,75
317,5820.0,173.3789,173.4,173.38,173.4,173.36,1683752100000,65
318,3203.0,173.1423,173.39,173.4154,173.4154,173.38,1683752400000,91
319,1689.0,173.4048,173.41,173.4198,173.4198,173.4,1683753000000,32
320,1318.0,173.405,173.4002,173.4,173.42,173.4,1683753300000,35
321,2220.0,173.4111,173.4,173.44,173.44,173.4,1683753600000,56
322,550.0,173.4389,173.44,173.44,173.44,173.44,1683753900000,4
323,906.0,173.4089,173.41,173.42,173.42,173.4,1683754200000,32
324,2024.0,173.4107,173.42,173.4,173.42,173.4,1683754500000,38
325,412.0,173.4103,173.41,173.41,173.41,173.41,1683754800000,5
326,860.0,173.4124,173.41,173.42,173.42,173.41,1683755100000,17
327,106.0,173.4104,173.4101,173.4101,173.4101,173.4101,1683755400000,6
328,1507.0,173.413,173.41,173.42,173.42,173.4005,1683755700000,50
329,7164.0,173.4221,173.42,173.43,173.43,173.4,1683756000000,108
330,6048.0,173.4551,173.4308,173.49,173.5,173.43,1683756300000,88
331,3557.0,173.4685,173.47,173.49,173.49,173.32,1683757200000,51
332,1505.0,173.493,173.49,173.51,173.51,173.48,1683757500000,59
333,2114.0,173.5328,173.52,173.54,173.55,173.52,1683758100000,40
334,3326.0,173.5314,173.55,173.5019,173.55,173.5,1683758400000,18
335,951.0,173.5102,173.53,173.5,173.53,173.5,1683758700000,27
336,1557.0,173.4685,173.49,173.45,173.49,173.44,1683759000000,47
337,2351.0,173.4461,173.43,173.46,173.46,173.43,1683759300000,23
338,1500.0,173.4579,173.46,173.45,173.46,173.45,1683759600000,25
339,547.0,173.4543,173.47,173.45,173.47,173.45,1683759900000,16
340,364.0,173.4502,173.45,173.45,173.45,173.45,1683760200000,15
341,6165.0,173.4134,173.42,173.4,173.45,173.4,1683760500000,28
342,909.0,173.4157,173.42,173.42,173.42,173.4,1683760800000,10
343,3818.0,173.4598,173.42,173.5,173.5,173.42,1683761100000,60
344,239.0,173.4998,173.4999,173.5,173.5,173.4999,1683761400000,10
345,547.0,173.4842,173.48,173.48,173.5,173.48,1683761700000,30
346,1161.0,173.4974,173.48,173.5,173.5,173.48,1683762000000,37
347,606.0,173.5381,173.54,173.54,173.54,173.54,1683762300000,24
348,2949.0,173.5436,173.5,173.58,173.58,173.5,1683762600000,98
349,6947.0,173.6152,173.58,173.65,173.65,173.58,1683762900000,121
350,5017.0,173.8751,173.42,173.92,173.99,173.42,1683792000000,120
351,2217.0,173.8945,173.86,173.91,173.92,173.86,1683792300000,33
352,2642.0,173.9079,173.89,173.94,173.94,173.89,1683792600000,36
353,1107.0,173.9467,173.95,173.93,173.95,173.93,1683792900000,19
354,427.0,173.8291,173.83,173.81,173.83,173.81,1683794100000,7
355,216.0,173.7309,173.73,173.73,173.73,173.73,1683794700000,10
356,434.0,173.7163,173.75,173.68,173.75,173.68,1683795000000,15
357,590.0,173.7176,173.74,173.74,173.74,173.74,1683795600000,22
358,433.0,173.7313,173.71,173.71,173.71,173.71,1683795900000,21
359,331.0,173.7317,173.72,173.75,173.75,173.72,1683796200000,7
360,181.0,173.7311,173.73,173.73,173.73,173.73,1683796500000,6
361,5142.0,173.8413,173.73,173.9,173.9,173.73,1683796800000,62
362,564.0,173.7053,173.7,173.7,173.7,173.7,1683797100000,17
363,903.0,173.8,173.8,173.8,173.8,173.8,1683797400000,10
364,137.0,173.7901,173.79,173.79,173.79,173.79,1683797700000,7
365,724.0,173.8443,173.84,173.83,173.86,173.83,1683798000000,21
366,1888.0,173.8568,173.86,173.88,173.88,173.82,1683798300000,54
367,697.0,173.7803,173.78,173.78,173.78,173.78,1683798600000,5
368,3085.0,173.7225,173.76,173.7,173.8,173.7,1683799800000,69
369,123.0,173.6973,173.69,173.69,173.69,173.69,1683800100000,4
370,235.0,173.6151,173.62,173.62,173.62,173.62,1683800400000,17
371,387.0,173.6485,173.65,173.65,173.65,173.65,1683801000000,16
372,969.0,173.6346,173.66,173.66,173.66,173.66,1683801300000,44
373,362.0,173.6054,173.58,173.58,173.58,173.58,1683801600000,11
374,256.0,173.6381,173.65,173.65,173.65,173.65,1683802200000,8
375,615.0,173.5977,173.58,173.58,173.58,173.58,1683802500000,18
376,11947.0,173.7035,173.65,173.69,173.74,173.62,1683802800000,273
377,3088.0,173.7293,173.75,173.74,173.75,173.7,1683803100000,57
378,2408.0,173.6594,173.7,173.6,173.7,173.6,1683803400000,55
379,15451.0,173.5131,173.61,173.45,173.62,173.45,1683803700000,239
380,8366.0,173.4333,173.44,173.37,173.52,173.37,1683804000000,152
